Country Name,Country Code,Series Name,Series Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,558.2268024,456.7062895,383.343068,396.377979,465.1198869,546.7768502,654.2838373,830.4076942,1082.286025,1213.265328,1634.312095,1926.292997,2137.025122,2281.410973,2492.336643,2615.025134
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,1470.572265,1363.113016,1354.186169,1580.542444,1788.087167,1887.226576,2049.618856,2398.612625,2705.597658,2649.618144,2966.857116,3264.537017,3133.090209,3124.233078,3088.258303,2801.939848
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,4842.037202,4986.675586,3700.879593,3272.615024,4325.696756,5504.976824,6833.377894,8454.466743,11432.74386,11765.10018,13825.35809,10955.34991,12985.50533,12456.71245,16054.49051,..
Vietnam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,390.0933261,404.8078662,430.0528671,480.5797992,546.9096058,687.4797356,784.3724223,906.2841981,1149.424642,1217.268555,1317.890706,1525.115988,1735.141276,1886.671896,2030.261955,2085.101484
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,30126.25564,31823.12499,35024.47749,40929.79512,41560.9342,44333.06566,39207.00375,38771.27439,40043.19017,39144.16577,37849.72872,34819.14775,33573.09703,34797.14047
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,1476.17185,1335.553195,1156.217473,1257.69857,1337.565724,1455.187875,1441.4617,1575.5634,1857.890515,1970.182963,2354.125987,2695.193853,2834.021525,3060.312389,3046.821798,2967.851747
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,554.4486334,550.3602417,579.8529205,620.3827587,709.9653061,832.8444886,921.4184439,1017.292001,1229.246843,1116.084594,1334.784845,1374.621313,1446.53628,1607.152275,1674.002766,1608.744312
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,345.6895544,382.9411785,382.2421724,435.4580833,538.5915064,702.7409406,1047.919187,1124.290586,1394.000608,1159.907762,1489.45907,1672.94983,1763.094184,1878.903489,1763.056239,1337.796315
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,563.0577411,568.3859092,530.5305794,478.007405,482.9984113,476.5553236,447.8549242,431.7871883,356.6933497,771.5987859,948.3318545,1093.654002,1304.969802,1430.000818,1434.89934,1445.071062
Arab World,ARB,GDP per capita (current US$),NY.GDP.PCAP.CD,2603.67171,2507.936771,2474.357378,2734.149465,3132.30395,3763.034046,4356.688415,4960.649589,6143.561208,5182.72658,5946.258579,6890.105514,7504.532525,7552.72031,7498.938317,6458.870159
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,5247.245456,5369.777118,5595.471017,5938.81901,6453.992362,7249.137309,8044.481674,8913.344578,10046.5068,8398.664735,9074.324391,9743.181869,9994.048759,10114.79342,10174.92119,9920.626521
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,3941.582086,4346.274596,4928.579166,5934.687883,7162.923405,8345.643163,9466.092286,12004.11356,14576.73145,12292.31857,12578.15545,13887.14779,13014.55403,13717.87307,14160.84934,12489.5282
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,1332.57452,1296.559049,1237.668091,1353.908241,1547.140856,1774.592334,2001.533909,2336.069784,2590.75324,2456.780815,2941.531958,3249.980544,3358.576408,3371.590524,3439.88496,3292.202265
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,4043.965933,3727.8718,3755.616008,4096.648288,4559.810572,4829.537365,5084.710631,5647.40782,6476.30771,6626.103515,7672.90556,8836.089255,9392.73661,9433.730948,9650.034645,9532.635016
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,955.2524978,1006.936087,1104.703027,1239.977777,1426.461317,1639.374285,1959.432787,2458.862377,3089.491322,3325.124338,4002.608704,4855.832761,5375.694467,5887.577842,6282.852381,6490.082407
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,965.4910612,1017.723555,1116.533549,1253.274788,1441.803741,1657.034923,1980.546129,2485.331175,3122.682707,3360.695454,4045.420544,4907.691481,5432.957745,5950.167955,6349.497909,6558.764269
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,20166.5673,20433.21042,22109.87185,27134.91228,30948.7749,31936.01809,33767.09252,38666.73429,42177.82092,38423.21376,37567.0529,40613.00019,37597.99051,39102.95286,39856.7003,34377.51406
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,11634.19945,11747.1196,12818.63669,15564.93249,18090.29783,19204.01184,20732.65848,24137.1508,26391.65449,23118.82635,23587.57456,26093.44077,25049.25744,26054.3811,26279.01045,22530.23561
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,1779.102345,1768.179662,2025.153794,2551.688087,3377.850547,4280.504233,5248.102334,6785.17084,8381.804753,6561.730396,7793.110557,9583.724505,10093.8973,10664.29315,9888.566258,7520.248731
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,2049.289695,2086.793566,2346.075609,2882.571348,3730.212366,4670.487007,5643.835684,7246.60442,8949.713836,7071.457766,8267.317905,10001.84023,10384.6834,10957.18123,10299.72557,7983.410324
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,18261.96519,18457.88927,20055.32939,24310.25375,27960.04812,29115.62937,30960.56142,35630.93772,38185.6238,34019.27859,33740.64637,36506.63882,34328.82162,35683.85879,36787.23101,32319.45324
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,653.4863693,585.0348063,548.3034319,607.0665261,688.3244471,815.3740061,941.420749,1130.096067,1426.729023,1299.985114,1511.929264,1608.7592,1820.488043,1858.46172,1824.399198,1606.083038
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,345.3674333,319.9943267,334.6195858,370.46398,414.8715557,458.6171552,531.0621175,619.4310853,727.323943,711.0825602,764.1688383,831.0473611,868.8789866,941.4581255,967.6735692,923.9239865
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,25598.91361,25191.76844,26078.23565,29040.58031,32102.37284,33712.8843,35338.80622,38338.84375,40412.17355,37625.04242,39173.97285,42087.38421,41886.56882,42143.58625,42802.02865,40196.17217
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,1457.787035,1462.484749,1469.236879,1636.21143,1926.188479,2279.486246,2675.697892,3292.711613,3913.258085,3759.56718,4521.053394,5288.638535,5566.664559,5825.524941,5957.867212,5570.853749
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,1236.223841,1234.750485,1242.281256,1379.472886,1617.805559,1905.151257,2234.67026,2730.288502,3234.964698,3100.198131,3704.487745,4310.210653,4528.26087,4736.727741,4843.643751,4526.933102
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,547.6484981,537.063857,580.4349341,637.2545978,762.4538084,894.1585056,1127.407773,1272.083693,1478.56476,1348.86715,1552.918372,1756.293534,1889.31544,2004.504298,2125.517049,1973.259134
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,359.5246841,344.0062706,353.8510198,389.0296653,430.4714723,474.7782718,536.4845348,625.492951,741.296543,744.2345139,825.6684877,904.8858922,938.6050838,1022.270646,1069.623572,1059.829465
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,424.4957663,410.660521,432.060075,474.6165566,544.7735039,619.0413422,739.6196808,847.809434,994.5296141,950.8014055,1075.109334,1197.907382,1266.828685,1361.22626,1434.59861,1374.65857
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,1663.018045,1706.426505,1795.56836,2033.113648,2429.133283,2913.943154,3494.570064,4375.908612,5406.658726,5192.485212,6190.863156,7501.875846,7976.832515,8547.300209,8799.706742,8195.348215
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,4392.36391,4237.485229,3750.92662,3781.91693,4302.918986,5137.444685,5949.673505,6925.14934,7953.797611,7389.228131,9059.186046,10185.51792,10177.86064,10317.29322,10407.83658,8862.924726
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,4223.899312,4065.610838,3567.261311,3582.732205,4068.401624,4881.689319,5659.584235,6632.09289,7672.718332,7106.011059,8760.276512,9862.159391,9815.8633,9927.579022,10052.81436,8453.828759
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,4305.786708,4130.731779,3623.035381,3645.639688,4166.753514,5007.857917,5814.88643,6801.403807,7848.670869,7265.363134,8973.967781,10120.10984,10102.47286,10238.40824,10324.93645,8720.698418
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,323.5032188,300.7249167,318.5198481,352.587434,395.6051997,453.4823601,518.6416572,608.5575007,737.8185184,719.6303566,806.0598169,902.200024,945.8915334,1003.382986,1058.998519,1022.645037
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,1188.304512,1185.203783,1192.962136,1325.692417,1552.907622,1827.704585,2147.028802,2625.608288,3110.630458,2997.34905,3590.259868,4184.492623,4407.990773,4611.702084,4720.228555,4420.068043
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,314.9426711,287.2142873,297.4119018,314.3912114,352.0080761,392.5524989,430.3386566,506.220447,602.2183294,601.8036392,642.00285,697.7634557,743.5171196,799.4863156,828.9802747,796.0121695
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,566.5172846,564.0153715,598.2360424,674.9948348,761.9486837,869.0889457,1027.1696,1238.851491,1366.336454,1377.365179,1662.402271,1849.547885,1911.478144,1966.235969,2040.252266,1996.011491
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,3066.625312,3020.902993,2953.183178,3264.777123,3737.957617,4410.256841,5056.147325,5868.86783,7161.08394,6267.997628,7174.097701,8332.282431,8895.675056,8668.404594,8540.521641,7387.869347
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,1617.016922,1643.936779,1568.046345,1738.485558,1980.256211,2292.523267,2617.539043,3179.432806,3847.440824,3659.100461,4158.58263,4630.738985,5011.926365,4624.418247,4470.199396,3961.491058
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,1618.326259,1647.156678,1572.489691,1743.725174,1987.376604,2301.86514,2630.745241,3197.57465,3870.180431,3678.486273,4179.401246,4653.186582,5037.387603,4642.570598,4486.744823,3972.904452
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1272.347608,1272.553487,1281.540962,1427.138203,1675.143132,1975.915489,2326.884866,2851.112,3382.085512,3261.235227,3918.124432,4576.629347,4825.98851,5052.916871,5176.980373,4851.927753
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,35147.87659,35822.80361,36666.27032,38391.00675,40766.67325,43349.0056,45724.25136,47646.43886,48215.11179,46483.02509,48373.70037,50110.05567,51703.26734,53052.79008,54618.84662,55476.89671
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,23663.58679,23286.49481,24120.29341,26811.90884,29628.40244,31102.98913,32577.67804,35369.13118,37179.85365,34562.83565,35985.89123,38493.14171,38202.97249,38463.3865,39019.65022,36624.21453
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,4373.322342,4274.863919,4533.509373,5541.612751,6776.328495,8064.886475,9270.224257,11057.67414,13199.72505,11008.29166,12501.50892,15088.44992,15492.81794,15713.4536,15836.84667,12846.16401
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1757.950453,1703.695836,1771.917956,2050.203728,2338.950229,2540.821702,2636.301157,2867.34278,3028.128995,2653.128171,2905.777759,3404.274311,3571.847015,3659.243434,3924.987357,3781.79768
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,25739.75368,25382.4255,26335.27788,29387.00683,32481.70678,34016.92589,35610.6723,38635.66434,40597.78536,38060.76143,39513.78524,42315.38014,42090.31654,42319.51777,42989.91367,40497.75629
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,437.3188138,419.9030984,485.2361391,537.1901322,638.8714596,774.4712169,955.0942901,1124.883574,1378.847923,1209.358693,1388.808763,1573.660106,1690.340403,1799.044416,1864.008695,1588.210949
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,4393.992618,4346.331362,4583.99708,5398.544349,6416.655779,7531.784753,8583.830207,10088.05813,11909.03523,9956.091339,11220.1501,13312.8395,13688.63075,13896.82204,14031.43692,11742.20155
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,447.4347638,450.7945136,464.4453469,532.9115071,607.3992652,684.7445242,774.8637943,959.3051404,959.4611922,1041.994394,1257.499439,1367.31313,1364.416413,1381.856618,1494.420758,1541.803684
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,447.4347638,450.7945136,464.4453469,532.9115071,607.3992652,684.7445242,774.8637943,959.3051404,959.4611922,1041.994394,1257.499439,1367.31313,1364.416413,1381.856618,1494.420758,1541.803684
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,596.6178838,554.2404001,588.6058628,718.856999,872.6031506,1008.246679,1166.882505,1319.998953,1472.574895,1360.79208,1578.201816,1739.14878,1787.828781,1853.271496,1889.349233,1671.400239
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,595.7604955,553.388921,587.67422,717.9537161,871.5588913,1007.140258,1165.700312,1318.845399,1471.555119,1359.930505,1577.24878,1738.125697,1786.845832,1852.039633,1888.141105,1670.173033
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,596.6178838,554.2404001,588.6058628,718.856999,872.6031506,1008.246679,1166.882505,1319.998953,1472.574895,1360.79208,1578.201816,1739.14878,1787.828781,1853.271496,1889.349233,1671.400239
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,1967.305684,1976.52624,1966.506735,2187.911293,2607.332363,3115.845058,3677.443794,4541.538853,5514.136472,5270.6257,6344.449839,7533.484106,8009.921904,8449.204175,8652.264448,8035.717516
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,5492.575365,5391.236696,5527.011351,6123.763804,6811.87571,7287.007375,7802.731748,8684.225286,9412.940285,8820.013095,9540.904828,10478.73126,10594.77289,10770.6999,10933.90431,10223.95198
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,
Last Updated: 02/27/2020,,,,,,,,,,,,,,,,,,,
